category,category_name,product_id,product_name,review_id,review,rating,label
1883,Nhà Cửa - Đời Sống,275367488,Bình giữ nhiệt inox 304 Elmich EL8295 dung tích 500ml,20187967,"Sản phẩm tốt, giao hàng nhanh chóng, đóng gói cẩn thận",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275367488,Bình giữ nhiệt inox 304 Elmich EL8295 dung tích 500ml,20199388,"Hài lòng, bình tốt giữ nhiệt được lâu",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275367488,Bình giữ nhiệt inox 304 Elmich EL8295 dung tích 500ml,20125969,"Bình đẹp , chuẩn như quảng cáo , đã dùng loại này rồi giữ nhiệt rất tốt",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275367488,Bình giữ nhiệt inox 304 Elmich EL8295 dung tích 500ml,20184798,Bình bị lỗi ở phần nắp đã phản ảnh lên tiki xin đổi lại sản phảm khác,4,Hài lòng
1883,Nhà Cửa - Đời Sống,275367488,Bình giữ nhiệt inox 304 Elmich EL8295 dung tích 500ml,20105698,"Mới mua thấy dùng khá ổn số với giá.mọi ng nên mua nha. Giao hàng nhanh chóng, nhiệt tính.",4,Hài lòng
1883,Nhà Cửa - Đời Sống,275367488,Bình giữ nhiệt inox 304 Elmich EL8295 dung tích 500ml,20067011,Giữ nhiệt tạm ổn nhưng miệng dễ đọng nước và dơ nếu đựng cà phê hay đồ uống khác nước lọc.,2,Không hài lòng
1883,Nhà Cửa - Đời Sống,275367488,Bình giữ nhiệt inox 304 Elmich EL8295 dung tích 500ml,20102920,Mỏng hơn mình nghĩ,4,Hài lòng
1883,Nhà Cửa - Đời Sống,275367488,Bình giữ nhiệt inox 304 Elmich EL8295 dung tích 500ml,20098163,Ok,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20156983,"Dùng đống xu tích được mua bình này. Thấy cứng cáp, dày dặn, xinh xắn, cũng rẻ. Có điều kiện thì mua loại đắt tiền hơn, còn nếu chỉ cần uống trong thời gian ngắn thì mua bình này rất là tiện lợi, nhìn lại phong cách nữa",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20191765,Hàng đúng! Cảm ơn,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20158581,"Giao siêu tốc, siêu nhanh luôn.
Mình đã lâu không dùng Tiki nhưng sau lần này mình sẽ ủng hộ nhiều hơn bởi sự chỉnh chu, nhanh gọn của Tiki.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20198547,"Cốc đẹp, tuy nhiên nắp không chặt, một nước bị rò khi dốc ngược cốc mặc dù đã đóng nắp.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20193365,"Đúng màu, đúng mẫu, chất lượng ổn",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20176513,"Bình giữ nhiệt Elmich của Cộng Hòa Séc, đẹp đúng tiêu chuẩn Châu âu, rất ok.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20181649,Nên mua Sp rất tốt. Chất lượng tot,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20140515,"giao đúng sp, sẽ còn tiếp tục ủng hộ",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20102850,"Giao hàng nhanh, chất lượng ổn, có tý mùi nhựa.",4,Hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20197268,Dùng được,4,Hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20194592,"đẹp, tốt",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20194593,"đẹp, tốt",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20194594,"đẹp, tốt",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20197269,Khá ổn,4,Hài lòng
1883,Nhà Cửa - Đời Sống,275189108,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,20130748,Xịn nha,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,274823196,Ổ Cắm Điện Mở Rộng Xoay 180 Độ,20155662,"Ko giữ chắc, lỏng lẻo ko sd đc",3,Bình thường
1883,Nhà Cửa - Đời Sống,274823196,Ổ Cắm Điện Mở Rộng Xoay 180 Độ,20075505,"Quá tốt, giá cả hợp lý, nhỏ gọn tiện mang đi du lịch",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,274823196,Ổ Cắm Điện Mở Rộng Xoay 180 Độ,19967140,sp ok đúng như quảng cáo,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,274823196,Ổ Cắm Điện Mở Rộng Xoay 180 Độ,19924127,Tốt,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,274709599,Bồn Tắm Gấp Gọn KUNBE Ngâm Người Xông Hơi Giữ Nhiệt Tiện Lợi,20125033,Gấp Gọn nhẹ Tiện ích !,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,274709599,Bồn Tắm Gấp Gọn KUNBE Ngâm Người Xông Hơi Giữ Nhiệt Tiện Lợi,20070795,Có vẻ tốt,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273661002,Bình giữ nhiệt inox 316 Elmich EL8315 dung tích 480ml - Hàng Chính Hãng,20025719,"Sản phẩm có thiết kế đẹp, có quai xách gắn ở nắp rất tiện dụng. Nắp bình có thể dùng làm ly uống nước. Đóng gói gói cẩn thận, giao hàng đúng hẹn. Sẽ đánh giá chất lượng, thời gian giữ nhiệt, ảnh hưởng sức khỏe... sau một thời gian trải nghiệm.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273661002,Bình giữ nhiệt inox 316 Elmich EL8315 dung tích 480ml - Hàng Chính Hãng,20070230,"HÀNG EL ok, giao diện bao năm Tiki k cải thiện, ít voucher nên giờ tụt hậu rồi.

Mong Tiki tốt hơn năm mới này.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273661002,Bình giữ nhiệt inox 316 Elmich EL8315 dung tích 480ml - Hàng Chính Hãng,20019909,"Hàng đóng gói cẩn thận, bình có cả gioăng cao su dự phòng. Đựng nước đầy nếu không dùng thì 11 tiếng vẫn còn ấm",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273661002,Bình giữ nhiệt inox 316 Elmich EL8315 dung tích 480ml - Hàng Chính Hãng,20056843,"Hàng đẹp xuất sắc, giữ nhiệt tốt, chất lượng chuẩn EU, mình đã mua bình nước, bình giữ nhiệt của Elmich và luôn thấy hài lòng",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273661002,Bình giữ nhiệt inox 316 Elmich EL8315 dung tích 480ml - Hàng Chính Hãng,20178178,"Tiki giao hàng nhanh, đúng hẹn. Bình đẹp như hình.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273661002,Bình giữ nhiệt inox 316 Elmich EL8315 dung tích 480ml - Hàng Chính Hãng,20168856,Bình giử nhiệt rất tốt nhé,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273661002,Bình giữ nhiệt inox 316 Elmich EL8315 dung tích 480ml - Hàng Chính Hãng,19977354,"Sản phẩm chất lượng tốt, mẫu mã đẹp, đóng gói cẩn thận",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273661002,Bình giữ nhiệt inox 316 Elmich EL8315 dung tích 480ml - Hàng Chính Hãng,20010988,"Màu sắc đẹp, bình chắc chắn, giữ nhiệt ổn",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273661002,Bình giữ nhiệt inox 316 Elmich EL8315 dung tích 480ml - Hàng Chính Hãng,20014939,Xốp dán rất đẹp,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,19994497,"Bình quá xịn sò,chất lượng giữ nhiệt rất ngon nha.thích nhất phần đế chống trượt rất chắc để lên bề mặt bám rất tốt 👍.chắc chắn chốt thêm 2 ly nữa.miệng ly to ,ly cao đẹp 😍😘😘😘😘",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,20200030,"Giao nhanh, gói cẩn thận. Gói quà và thiệp miễn phí. 😍",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,20158110,Rất đẹp,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,20054529,"Rất chi là ok, đẹp xịn",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,19813322,Ok tiki now 2h tuyệt !!! Rất hài lòng dịch vụ tiki và hàng elmich,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,20004905,Đẹp,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,19868330,Đặt màu xanh mint mà giao xanh đen,1,Rất không hài lòng
1883,Nhà Cửa - Đời Sống,273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,19999632,"Giao nhanh, đóng gói kỹ",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273619945,Cốc giữ nhiệt inox 304 Elmich EL8312 dung tích 600ml - Hàng Chính Hãng,19999631,"Y hình, giao hàg nhanh",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,20057899,Hình thức được nhưng giữ nhiệt không tốt. Khác các sản phẩm giữ nhiệt khác mà tôi đã dùng là vỏ ngoài bị ấm lên nhiều do thoát nhiệt,2,Không hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,20195619,"chất liệu an toàn, đóng gói cẩn thận",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,20200351,"Màu đẹp, giữ nhiệt tốt",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,20057624,"Hàng chính hãng, giữ nhiệt tốt, có sách hướng dẫn sử dụng và phiếu bảo hành chính hãng.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,20150264,Thời gian giữ nhiệt lâu,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,20101638,Ok,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,20008053,"sản phẩm tốt , cách đóng gói cẩn thận an toàn.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,20104406,Rất Ok,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,20008198,Cảm ơn Tiki nhé! Sản phẩm rất đẹp!,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,19935404,Ok,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,270211230,TÚI ĐỰNG RÁC MÀU 1KG 3 CUỘN TỰ HỦY,20186635,Xài tốt,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,263450561,Bộ dây đàn guitar acoustic 6 dây màu Duy Guitar,20121714,"Lần đầu tiên mua hàng trên tiki mà nuốn viết đánh giá, sốp này bán hàng rất chu đáo và dễ thương, có đính kèm các tờ giấy hướng dẫn thay dây đàn rất bổ ích và dễ hiểu. Tui cảm ơn sốp rất nhiều vì nhờ sốp mà tui tự thấy dây đàn không bị đứt nữa. Chúc sốp mua may bán đắt",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,263450561,Bộ dây đàn guitar acoustic 6 dây màu Duy Guitar,20158201,"Chưa nhận được hàng, trên áp thì báo giao hàng thành công nhưng chưa nhận được",1,Rất không hài lòng
1883,Nhà Cửa - Đời Sống,201911056,Bộ 3 hộp thực phẩm chữ nhật Hokkaido 50010002000ml,20191415,"Tốt , đóng gói cẩn thận.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,201911056,Bộ 3 hộp thực phẩm chữ nhật Hokkaido 50010002000ml,20181284,Sale 10/10 có 9.500₫ 👍,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,197062243,"{Nhiều Sự Lựa Chọn} Lốc Móc Treo Quần Áo Đa Năng Hara Tùy Chọn Mẫu Phù Hợp Cho Các Loại Quần Áo : Áo Đầm , Áo Kiểu, Áo Mỏng , Quần Áo Người Lớn , Trẻ Em - Chính Hãng inochi ( Tặng khăn lau pakasa) Giao màu ngẫu nhiên",20174702,"SAO BẠN LẠI BÁN XẠO MÌNH
MÌNH MUA MÓC NGƯỜI LỚN SET 10 Cái 
Thu tiền vậy mà ship về móc trẻ em set 5 cái!

KHÔNG UY TÍN GÌ CẢ",1,Rất không hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,20013353,Sáng mang cơm từ 6h30-12h trưa vẫn còn nóng ấm nhé mọi người.,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,19941131,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml - Hồng. Giữ nhiệt tốt.,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,19888666,"Giữ nhiệt tốt, bình đẹp, màu hồng cute.",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,19980944,Xuất sắc,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,19928583,giữ nhiệt tốt,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,19786916,"Bình rất đẹp , chất lượng đáng mua",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,18820594,Shop giao nhầm nhưng hỗ trợ đổi trả tận tình,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,17986229,Hộp xịn xò.màu hồng cute phô mai que.mình rất thích,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,17961180,Giữ nhiệt hơn 8 tiếng vẫn còn ấm nóng,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,18820620,"Sản phẩm đẹp, hỗ trợ khách hàng tốt",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,18904829,Giữ tầm 5 tiếng. Sợ dùng đc,4,Hài lòng
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,18703367,Không thấy cái muỗng kèm theo,3,Bình thường
1883,Nhà Cửa - Đời Sống,190989561,Bình đựng thức ăn giữ nhiệt Inox 316 Elmich EL-8019 dung tích 600ml,17442062,Rất chắc chắn và đẹp,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",19926979,Sản phẩm tốt ưng ý giống bên nhật 🥰🥰,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",18851612,"Giao hàng mà cũng không check lại nữa, có một bên bánh răn làm sao mà dùng bà???",1,Rất không hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",20002012,ổn so với mức giá,4,Hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",19519263,"Cây lăn bụi tốt. Giá rẻ, Tiki giao hàng nhanh!",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",19559983,"Cây lăn yếu, rất dễ bung ra, không đủ chịu lực để lăn lông mèo",2,Không hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",19528121,ae để tiền mua gì mà ăn chứ đừng mua cái này,1,Rất không hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",17267538,"quên chụp hình lại nhưng có có 2 bịch tặng kèm, hàng như hình iu tiki cảm ơn shop nha",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",19408404,👍,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",19387760,Hơi ngắn so với tưởng tượng,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",19621305,Ok,5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",19090752,"Hàng giao nhanh đúng mẫu, nhân viên nhiệt tình",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",18686262,"Cây lăn mini siêu đáng iu, nhỏ mà có võ bám bụi rất okela",5,Cực kì hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",18638727,K dính được n tóc vẫn còn bụi lăn đi lăn lại rơi xuống,2,Không hài lòng
1883,Nhà Cửa - Đời Sống,183907622,"Cây Lăn Bụi Quần Áo, Ghế Sofa - Tặng Kèm 2 lõi lăn",19113942,sản phẩm này sài cũng ok lắm,5,Cực kì hài lòng
