param_svc__C, param_tfidf__max_df, param_tfidf__min_df, param_tfidf__ngram_range, param_tfidf__sublinear_tf, mean_test_score   , std_test_score       , rank_test_score
        1.0 ,                0.95,                   5, "(1, 2)"                , True                     , 0.6027895962136716, 0.01138371767961288  ,              35
        1.0 ,                0.85,                   5, "(1, 2)"                , True                     , 0.6027895962136716, 0.01138371767961288  ,              35
        1.0 ,                0.95,                   1, "(1, 1)"                , True                     , 0.5929131731294321, 0.006841223969606284 ,              37
        1.0 ,                0.85,                   1, "(1, 1)"                , True                     , 0.5929131731294321, 0.006841223969606284 ,              37
        1.0 ,                0.85,                   1, "(1, 1)"                , False                    , 0.5928572794005873, 0.005610872925875242 ,              39
        1.0 ,                0.95,                   1, "(1, 1)"                , False                    , 0.5928572794005873, 0.005610872925875242 ,              39
        1.0 ,                0.85,                   5, "(1, 1)"                , False                    , 0.5919776620057429, 0.003895475795735349 ,              41
        1.0 ,                0.95,                   5, "(1, 1)"                , False                    , 0.5919776620057429, 0.003895475795735349 ,              41
        1.0 ,                0.95,                   2, "(1, 1)"                , True                     , 0.5918334509443032, 0.00432201388862583  ,              43
        1.0 ,                0.85,                   2, "(1, 1)"                , True                     , 0.5918334509443032, 0.00432201388862583  ,              43
        1.0 ,                0.85,                   5, "(1, 1)"                , True                     , 0.591692399561367 , 0.004609097151802183 ,              45
        1.0 ,                0.95,                   5, "(1, 1)"                , True                     , 0.591692399561367 , 0.004609097151802183 ,              45
        1.0 ,                0.95,                   2, "(1, 1)"                , False                    , 0.591626322127031 , 0.003793268299857868 ,              47
        1.0 ,                0.85,                   2, "(1, 1)"                , False                    , 0.591626322127031 , 0.003793268299857868 ,              47
        0.01,                0.95,                   5, "(1, 1)"                , True                     , 0.5861311252488269, 0.007494625509829897 ,              49
        0.01,                0.85,                   5, "(1, 1)"                , True                     , 0.5861311252488269, 0.007494625509829897 ,              49
        0.01,                0.85,                   2, "(1, 1)"                , True                     , 0.5844272582484202, 0.00678989669698695  ,              51
        0.01,                0.95,                   2, "(1, 1)"                , True                     , 0.5844272582484202, 0.00678989669698695  ,              51
        0.01,                0.85,                   1, "(1, 1)"                , True                     , 0.5838445984990756, 0.006932989529891798 ,              53
        0.01,                0.95,                   1, "(1, 1)"                , True                     , 0.5838445984990756, 0.006932989529891798 ,              53
       10.0 ,                0.95,                   1, "(1, 2)"                , True                     , 0.5830686800399545, 0.008592493843460967 ,              55
       10.0 ,                0.85,                   1, "(1, 2)"                , True                     , 0.5830686800399545, 0.008592493843460967 ,              55
       10.0 ,                0.85,                   1, "(1, 2)"                , False                    , 0.5830310954654563, 0.008462093102623934 ,              57
       10.0 ,                0.95,                   1, "(1, 2)"                , False                    , 0.5830310954654563, 0.008462093102623934 ,              57
        0.01,                0.95,                   5, "(1, 1)"                , False                    , 0.5830234266740634, 0.005759574689288101 ,              59
        0.01,                0.85,                   5, "(1, 1)"                , False                    , 0.5830234266740634, 0.005759574689288101 ,              59
        0.01,                0.95,                   5, "(1, 2)"                , True                     , 0.5823789881136626, 0.008443869410614558 ,              61
        0.01,                0.85,                   5, "(1, 2)"                , True                     , 0.5823789881136626, 0.008443869410614558 ,              61
        0.01,                0.85,                   2, "(1, 1)"                , False                    , 0.582153791238345 , 0.006274400143563597 ,              63
        0.01,                0.95,                   2, "(1, 1)"                , False                    , 0.582153791238345 , 0.006274400143563597 ,              63
        0.01,                0.85,                   1, "(1, 1)"                , False                    , 0.5805803781134775, 0.00662883184858813  ,              65
        0.01,                0.95,                   1, "(1, 1)"                , False                    , 0.5805803781134775, 0.00662883184858813  ,              65
        0.01,                0.85,                   5, "(1, 2)"                , False                    , 0.5792271799229622, 0.00899426617371466  ,              67
        0.01,                0.95,                   5, "(1, 2)"                , False                    , 0.5792271799229622, 0.00899426617371466  ,              67
       10.0 ,                0.85,                   2, "(1, 2)"                , False                    , 0.5779683639720872, 0.007464967141299364 ,              69
       10.0 ,                0.95,                   2, "(1, 2)"                , False                    , 0.5779683639720872, 0.007464967141299364 ,              69
       10.0 ,                0.85,                   5, "(1, 1)"                , False                    , 0.5770484513151858, 0.006018113893222659 ,              71
       10.0 ,                0.95,                   5, "(1, 1)"                , False                    , 0.5770484513151858, 0.006018113893222659 ,              71
       10.0 ,                0.85,                   5, "(1, 1)"                , True                     , 0.5769107668981427, 0.006816106942758979 ,              73
       10.0 ,                0.95,                   5, "(1, 1)"                , True                     , 0.5769107668981427, 0.006816106942758979 ,              73
       10.0 ,                0.85,                   2, "(1, 2)"                , True                     , 0.5767741556133245, 0.007172428597530927 ,              75
       10.0 ,                0.95,                   2, "(1, 2)"                , True                     , 0.5767741556133245, 0.007172428597530927 ,              75
       10.0 ,                0.95,                   5, "(1, 2)"                , True                     , 0.5719340978975701, 0.008337999585965327 ,              77
       10.0 ,                0.85,                   5, "(1, 2)"                , True                     , 0.5719340978975701, 0.008337999585965327 ,              77
       10.0 ,                0.85,                   5, "(1, 2)"                , False                    , 0.5714955347463646, 0.008017977045728363 ,              79
       10.0 ,                0.95,                   5, "(1, 2)"                , False                    , 0.5714955347463646, 0.008017977045728363 ,              79
        0.01,                0.95,                   2, "(1, 2)"                , True                     , 0.5714319899777107, 0.007748407061978424 ,              81
        0.01,                0.85,                   2, "(1, 2)"                , True                     , 0.5714319899777107, 0.007748407061978424 ,              81
       10.0 ,                0.95,                   1, "(1, 1)"                , True                     , 0.5709789222600751, 0.008308785218735265 ,              83
       10.0 ,                0.85,                   1, "(1, 1)"                , True                     , 0.5709789222600751, 0.008308785218735265 ,              83
       10.0 ,                0.85,                   1, "(1, 1)"                , False                    , 0.5704953673763716, 0.007793320822154124 ,              85
       10.0 ,                0.95,                   1, "(1, 1)"                , False                    , 0.5704953673763716, 0.007793320822154124 ,              85
       10.0 ,                0.95,                   2, "(1, 1)"                , False                    , 0.5698137496537468, 0.0076669518341346094,              87
       10.0 ,                0.85,                   2, "(1, 1)"                , False                    , 0.5698137496537468, 0.0076669518341346094,              87
        0.01,                0.85,                   2, "(1, 2)"                , False                    , 0.569558033052558 , 0.008085012078033386 ,              89
        0.01,                0.95,                   2, "(1, 2)"                , False                    , 0.569558033052558 , 0.008085012078033386 ,              89
      100.0 ,                0.95,                   5, "(1, 1)"                , True                     , 0.5694551165624102, 0.006822150508701123 ,              91
      100.0 ,                0.85,                   5, "(1, 1)"                , True                     , 0.5694551165624102, 0.006822150508701123 ,              91
      100.0 ,                0.95,                   5, "(1, 1)"                , False                    , 0.5691020731928551, 0.00678727798489174  ,              93
      100.0 ,                0.85,                   5, "(1, 1)"                , False                    , 0.5691020731928551, 0.00678727798489174  ,              93
       10.0 ,                0.95,                   2, "(1, 1)"                , True                     , 0.5690469465715426, 0.007489974606956937 ,              95
       10.0 ,                0.85,                   2, "(1, 1)"                , True                     , 0.5690469465715426, 0.007489974606956937 ,              95
      100.0 ,                0.85,                   1, "(1, 2)"                , False                    , 0.5660223694121604, 0.006976015898745982 ,              97
      100.0 ,                0.95,                   1, "(1, 2)"                , False                    , 0.5660223694121604, 0.006976015898745982 ,              97
      100.0 ,                0.95,                   1, "(1, 2)"                , True                     , 0.5653614188977867, 0.0074963020172932136,              99
      100.0 ,                0.85,                   1, "(1, 2)"                , True                     , 0.5653614188977867, 0.0074963020172932136,              99
        0.01,                0.85,                   1, "(1, 2)"                , True                     , 0.5608649884618863, 0.010421893349572848 ,             101
        0.01,                0.95,                   1, "(1, 2)"                , True                     , 0.5608649884618863, 0.010421893349572848 ,             101
      100.0 ,                0.85,                   2, "(1, 2)"                , False                    , 0.5590186166583091, 0.00740218353191591  ,             103
      100.0 ,                0.95,                   2, "(1, 2)"                , False                    , 0.5590186166583091, 0.00740218353191591  ,             103
        0.01,                0.95,                   1, "(1, 2)"                , False                    , 0.5582931777570946, 0.010455016690509071 ,             105
        0.01,                0.85,                   1, "(1, 2)"                , False                    , 0.5582931777570946, 0.010455016690509071 ,             105
      100.0 ,                0.95,                   2, "(1, 2)"                , True                     , 0.5580199529149984, 0.007399640751938863 ,             107
      100.0 ,                0.85,                   2, "(1, 2)"                , True                     , 0.5580199529149984, 0.007399640751938863 ,             107
      100.0 ,                0.85,                   2, "(1, 1)"                , True                     , 0.5572190804674908, 0.006975599602187872 ,             109
      100.0 ,                0.95,                   2, "(1, 1)"                , True                     , 0.5572190804674908, 0.006975599602187872 ,             109
      100.0 ,                0.95,                   2, "(1, 1)"                , False                    , 0.5566000516385534, 0.008674189755458075 ,             111
      100.0 ,                0.85,                   2, "(1, 1)"                , False                    , 0.5566000516385534, 0.008674189755458075 ,             111
      100.0 ,                0.85,                   1, "(1, 1)"                , False                    , 0.5556890073460914, 0.009252993809907923 ,             113
      100.0 ,                0.95,                   1, "(1, 1)"                , False                    , 0.5556890073460914, 0.009252993809907923 ,             113
      100.0 ,                0.95,                   1, "(1, 1)"                , True                     , 0.5550258454049268, 0.006872323249516646 ,             115
      100.0 ,                0.85,                   1, "(1, 1)"                , True                     , 0.5550258454049268, 0.006872323249516646 ,             115
      100.0 ,                0.95,                   5, "(1, 2)"                , False                    , 0.5473403556984482, 0.010479209576270935 ,             117
      100.0 ,                0.85,                   5, "(1, 2)"                , False                    , 0.5473403556984482, 0.010479209576270935 ,             117
      100.0 ,                0.85,                   5, "(1, 2)"                , True                     , 0.5465941110164558, 0.010836204857841746 ,             119
      100.0 ,                0.95,                   5, "(1, 2)"                , True                     , 0.5465941110164558, 0.010836204857841746 ,             119
